,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27627,32,153000,MORTGAGE,5.0,VENTURE,C,8400,12.84,0,0.05,N,9
4056,24,70000,RENT,8.0,VENTURE,C,4000,13.49,0,0.06,Y,4
17517,22,74000,RENT,4.0,VENTURE,A,5050,5.42,0,0.07,N,4
9422,22,75000,RENT,0.0,DEBTCONSOLIDATION,A,8000,5.99,0,0.11,N,3
14562,24,110000,MORTGAGE,2.0,EDUCATION,B,9000,,0,0.08,N,3
943,22,34000,RENT,0.0,VENTURE,B,18250,10.25,1,0.54,N,3
26787,33,113000,MORTGAGE,15.0,MEDICAL,C,5000,13.49,0,0.04,Y,9
18661,31,92000,RENT,3.0,PERSONAL,D,17000,14.54,0,0.18,Y,10
8383,23,57504,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,6.54,0,0.16,N,3
5136,24,44000,MORTGAGE,4.0,PERSONAL,B,11200,10.99,0,0.25,N,4
23089,28,60000,OWN,5.0,VENTURE,C,10000,,0,0.17,N,7
25207,32,81000,MORTGAGE,1.0,PERSONAL,B,10000,10.37,0,0.12,N,10
31610,45,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,E,10000,16.0,1,0.1,Y,13
17892,34,300000,MORTGAGE,18.0,DEBTCONSOLIDATION,B,16000,10.74,0,0.05,N,9
2720,26,34000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.35,N,4
16577,23,140000,RENT,7.0,VENTURE,A,9000,7.14,0,0.06,N,2
8130,25,49963,MORTGAGE,9.0,EDUCATION,B,2100,11.49,1,0.04,N,3
5230,25,34600,RENT,0.0,EDUCATION,A,8950,6.17,0,0.26,N,4
26903,27,117996,MORTGAGE,4.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.14,N,10
886,21,12000,RENT,1.0,EDUCATION,C,1000,13.98,0,0.08,N,2
29532,38,30000,RENT,2.0,DEBTCONSOLIDATION,C,2200,,0,0.07,Y,11
32378,69,80000,RENT,12.0,MEDICAL,C,4800,14.79,0,0.06,Y,22
23250,27,24000,RENT,2.0,VENTURE,C,5000,14.72,0,0.21,N,10
29321,40,21408,MORTGAGE,,HOMEIMPROVEMENT,B,1500,11.12,0,0.07,N,14
13142,23,100000,RENT,1.0,EDUCATION,C,12000,13.57,0,0.12,N,3
24758,33,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,12.21,0,0.2,N,10
21125,28,59000,RENT,2.0,DEBTCONSOLIDATION,C,5000,15.23,1,0.08,N,6
26360,33,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,24000,10.25,0,0.24,N,6
21728,27,44004,RENT,2.0,PERSONAL,E,6000,17.19,1,0.14,Y,5
1486,22,44664,RENT,5.0,MEDICAL,C,1200,12.68,0,0.03,Y,3
18181,30,156000,RENT,5.0,MEDICAL,B,25000,9.88,0,0.16,N,7
24287,33,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,9
20527,34,57000,RENT,7.0,DEBTCONSOLIDATION,C,4800,,1,0.08,Y,10
6698,23,50000,MORTGAGE,4.0,VENTURE,E,15250,15.95,0,0.3,N,3
3052,22,14400,RENT,6.0,PERSONAL,D,3250,16.29,1,0.23,N,4
15821,25,180488,MORTGAGE,9.0,HOMEIMPROVEMENT,C,24000,12.87,0,0.13,N,2
961,24,55000,RENT,4.0,EDUCATION,B,18200,10.99,1,0.33,N,2
23777,28,25000,RENT,1.0,MEDICAL,C,9600,14.27,1,0.38,Y,10
9080,23,60000,RENT,2.0,EDUCATION,A,8000,8.94,0,0.13,N,3
17129,22,48000,RENT,7.0,EDUCATION,A,5000,6.99,0,0.1,N,2
20561,28,88000,RENT,3.0,PERSONAL,B,10000,10.65,1,0.11,N,9
18160,32,170000,RENT,9.0,PERSONAL,B,10000,11.14,0,0.06,N,5
10464,22,30000,RENT,4.0,EDUCATION,C,10000,14.35,1,0.33,N,3
31483,41,98004,MORTGAGE,25.0,DEBTCONSOLIDATION,C,12000,13.57,0,0.12,N,15
10698,24,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,16000,14.65,1,0.25,N,2
1607,23,28000,MORTGAGE,2.0,VENTURE,B,8400,10.99,0,0.3,N,2
17550,24,29232,MORTGAGE,1.0,VENTURE,B,11000,11.71,0,0.38,N,2
19904,33,36500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,,0,0.23,N,6
17898,29,112260,RENT,5.0,EDUCATION,D,30000,17.49,0,0.27,N,10
11179,22,72000,MORTGAGE,4.0,PERSONAL,D,15000,16.32,0,0.21,Y,4
16943,24,40000,RENT,,PERSONAL,D,3000,17.27,1,0.07,Y,2
9829,22,64999,MORTGAGE,6.0,VENTURE,D,2500,14.61,0,0.04,N,2
28381,27,66300,MORTGAGE,11.0,MEDICAL,D,21000,15.62,1,0.27,Y,10
22446,33,55000,MORTGAGE,5.0,PERSONAL,A,15000,6.54,0,0.27,N,6
21540,32,30000,RENT,5.0,VENTURE,D,6000,12.61,1,0.2,Y,5
19952,33,37000,MORTGAGE,2.0,PERSONAL,B,13000,10.36,0,0.35,N,7
32006,44,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0,0.25,N,11
7943,24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.11,N,3
28116,35,21600,RENT,1.0,PERSONAL,C,2500,14.35,0,0.12,Y,5
28152,31,116400,RENT,3.0,PERSONAL,B,8900,10.0,0,0.08,N,5
14694,22,112000,MORTGAGE,2.0,PERSONAL,A,4000,8.9,0,0.04,N,3
26718,32,110000,MORTGAGE,0.0,VENTURE,B,23000,11.48,0,0.21,N,9
12914,25,78500,RENT,2.0,MEDICAL,B,12000,10.99,0,0.15,N,2
20836,28,43200,OWN,5.0,PERSONAL,B,12250,9.99,0,0.28,N,6
7957,23,55000,OWN,7.0,VENTURE,B,1000,11.49,0,0.02,N,4
12792,25,73000,RENT,1.0,EDUCATION,A,12000,7.49,0,0.16,N,3
6238,24,30000,RENT,0.0,MEDICAL,C,6000,13.49,0,0.2,N,2
7832,22,55000,MORTGAGE,6.0,PERSONAL,C,3250,13.49,0,0.06,Y,4
19053,29,102400,RENT,2.0,HOMEIMPROVEMENT,B,2000,8.88,0,0.02,N,7
27641,30,155867,MORTGAGE,15.0,EDUCATION,C,8000,12.84,0,0.05,Y,10
8922,23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,2
26141,29,96339,MORTGAGE,7.0,MEDICAL,B,15000,11.36,0,0.16,N,7
21890,28,75000,RENT,4.0,EDUCATION,A,6000,6.92,0,0.08,N,6
28156,28,42000,RENT,0.0,EDUCATION,B,12000,11.11,0,0.29,N,9
21353,28,39996,RENT,10.0,EDUCATION,D,5525,14.54,0,0.14,N,10
1608,21,41004,RENT,5.0,EDUCATION,B,1500,,0,0.04,N,3
31998,37,45000,RENT,1.0,DEBTCONSOLIDATION,B,9000,11.71,1,0.2,N,16
11298,23,55000,RENT,7.0,EDUCATION,A,10000,5.79,0,0.18,N,3
32551,58,780000,MORTGAGE,7.0,PERSONAL,A,4500,6.91,0,0.01,N,19
5758,23,46113,MORTGAGE,4.0,PERSONAL,D,9000,15.99,0,0.2,Y,4
16720,25,30000,RENT,9.0,VENTURE,D,9000,17.58,0,0.3,N,2
10944,22,45600,RENT,5.0,VENTURE,D,10000,14.61,0,0.22,N,4
6024,26,36000,RENT,0.0,EDUCATION,C,5650,,0,0.16,Y,3
32083,42,100000,MORTGAGE,7.0,EDUCATION,C,5000,14.26,0,0.05,N,12
14733,24,85850,MORTGAGE,8.0,MEDICAL,D,20000,,1,0.2,Y,4
21017,35,45000,MORTGAGE,5.0,VENTURE,A,6000,6.99,0,0.13,N,9
32367,55,24543,RENT,3.0,VENTURE,C,4000,13.92,0,0.16,Y,27
10301,24,94837,RENT,8.0,HOMEIMPROVEMENT,B,9600,11.99,0,0.1,N,2
13210,22,90000,MORTGAGE,6.0,EDUCATION,A,16000,6.03,0,0.18,N,4
16470,26,85000,MORTGAGE,3.0,EDUCATION,D,10000,14.09,0,0.12,N,2
24979,29,40000,RENT,7.0,PERSONAL,A,11450,8.49,0,0.29,N,5
25232,32,45000,RENT,9.0,MEDICAL,A,12000,7.88,0,0.27,N,6
4650,22,29004,RENT,,EDUCATION,B,9975,,1,0.34,N,2
7383,22,52800,MORTGAGE,6.0,PERSONAL,C,6000,13.98,0,0.11,Y,3
12767,22,72000,RENT,6.0,MEDICAL,C,12000,12.99,0,0.17,Y,3
9874,26,42600,RENT,3.0,PERSONAL,D,9000,14.96,0,0.21,N,2
6735,23,44000,MORTGAGE,7.0,PERSONAL,A,8500,7.14,1,0.19,N,3
28593,30,180000,MORTGAGE,0.0,EDUCATION,A,6000,6.62,0,0.03,N,8
5448,22,58000,RENT,4.0,PERSONAL,C,5000,13.85,0,0.09,N,2
7,24,78956,RENT,5.0,MEDICAL,B,35000,11.11,1,0.44,N,4
11042,22,71201,MORTGAGE,3.0,MEDICAL,B,12000,11.71,0,0.17,N,4
12380,26,80004,MORTGAGE,4.0,PERSONAL,B,15000,11.86,0,0.19,N,3
30411,36,48000,MORTGAGE,3.0,EDUCATION,C,1500,13.92,1,0.03,Y,13
3577,23,37460,MORTGAGE,2.0,EDUCATION,C,7125,13.99,0,0.19,N,4
29561,39,62692,RENT,9.0,VENTURE,B,13200,9.88,0,0.21,N,11
29210,45,180000,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0,0.06,N,11
5754,26,30000,RENT,3.0,PERSONAL,B,5400,10.0,0,0.18,N,4
27915,30,97750,MORTGAGE,3.0,MEDICAL,D,20000,14.59,1,0.17,Y,8
18195,28,178000,RENT,5.0,EDUCATION,D,25000,14.46,1,0.14,Y,7
20247,30,39962,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3200,9.7,0,0.08,N,7
2044,23,30000,MORTGAGE,2.0,VENTURE,A,8000,7.88,0,0.27,N,2
30703,39,75000,RENT,0.0,VENTURE,A,8000,6.54,0,0.11,N,15
17429,23,32000,MORTGAGE,4.0,EDUCATION,A,1200,7.68,0,0.04,N,2
1840,25,96000,RENT,5.0,MEDICAL,B,15000,11.58,0,0.16,N,4
16529,24,84000,RENT,1.0,MEDICAL,A,12000,6.91,0,0.14,N,2
30789,42,65000,MORTGAGE,25.0,MEDICAL,B,10000,10.74,0,0.15,N,13
25717,27,54000,RENT,2.0,MEDICAL,B,12100,9.45,0,0.22,N,6
31452,37,71400,MORTGAGE,7.0,MEDICAL,E,3100,20.69,1,0.04,Y,14
21436,29,32400,RENT,11.0,HOMEIMPROVEMENT,A,5800,5.79,1,0.18,N,5
8181,24,72000,RENT,5.0,EDUCATION,D,7400,15.65,0,0.1,Y,3
15000,23,46000,RENT,3.0,MEDICAL,D,15000,16.0,1,0.33,N,4
15352,22,130000,MORTGAGE,2.0,EDUCATION,B,13000,11.14,0,0.1,N,3
2032,23,26004,RENT,8.0,DEBTCONSOLIDATION,B,2200,9.91,1,0.08,N,2
5645,22,45600,MORTGAGE,5.0,VENTURE,B,2000,10.36,0,0.04,N,2
31228,38,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,11.12,0,0.1,N,12
6033,22,35000,RENT,1.0,EDUCATION,C,5700,12.99,0,0.16,N,3
21834,28,50000,MORTGAGE,8.0,EDUCATION,A,7000,8.59,0,0.14,N,9
9255,25,24000,RENT,2.0,DEBTCONSOLIDATION,C,5000,12.61,0,0.21,N,3
18570,30,64000,RENT,1.0,VENTURE,A,18000,8.38,0,0.28,N,7
4538,21,41000,OWN,5.0,PERSONAL,A,5000,7.74,0,0.12,N,3
26457,33,102368,MORTGAGE,6.0,HOMEIMPROVEMENT,B,11000,11.14,0,0.11,N,8
26525,35,105000,MORTGAGE,18.0,PERSONAL,B,3000,10.37,0,0.03,N,7
24101,30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,,0,0.18,N,7
782,21,21816,MORTGAGE,2.0,PERSONAL,B,1500,11.86,0,0.07,N,3
5434,22,45000,OWN,6.0,EDUCATION,A,4750,6.39,0,0.11,N,2
17723,24,65000,MORTGAGE,5.0,PERSONAL,B,9600,11.99,0,0.15,N,3
4406,22,40000,MORTGAGE,1.0,EDUCATION,B,13025,10.14,0,0.33,N,3
21766,29,57600,RENT,1.0,MEDICAL,B,6000,9.91,0,0.1,N,10
4203,23,33000,RENT,1.0,DEBTCONSOLIDATION,D,4500,15.05,1,0.14,N,4
29858,39,40000,OWN,4.0,VENTURE,B,1000,10.37,0,0.03,N,16
1152,23,85500,RENT,1.0,EDUCATION,C,17000,13.11,0,0.2,Y,2
4726,23,29100,RENT,3.0,EDUCATION,D,5000,14.84,0,0.17,N,2
22200,34,47818,RENT,9.0,MEDICAL,A,6800,6.92,0,0.14,N,9
17710,26,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,15000,12.73,0,0.18,N,3
26446,31,102000,MORTGAGE,5.0,EDUCATION,A,4000,7.88,0,0.04,N,10
29709,37,36000,MORTGAGE,7.0,EDUCATION,A,9000,7.49,0,0.25,N,17
11690,23,75000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.11,N,2
9083,23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.07,N,3
28458,31,78504,RENT,2.0,EDUCATION,C,10000,11.41,0,0.13,N,7
19230,34,31000,MORTGAGE,0.0,EDUCATION,C,4200,13.72,0,0.14,Y,7
25618,34,87600,MORTGAGE,15.0,EDUCATION,A,15000,8.49,0,0.17,N,6
21006,31,39000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,2200,7.49,1,0.06,N,6
26795,28,113300,MORTGAGE,12.0,VENTURE,C,18000,12.99,0,0.16,N,6
13836,26,42000,RENT,4.0,DEBTCONSOLIDATION,B,14000,9.45,1,0.33,N,2
7994,26,55000,OWN,10.0,VENTURE,C,14500,12.73,0,0.26,N,2
12284,24,40000,OWN,7.0,EDUCATION,C,2000,12.53,0,0.05,N,4
25401,27,84906,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4500,7.51,0,0.05,N,10
1725,22,57000,RENT,0.0,DEBTCONSOLIDATION,C,1800,14.27,0,0.03,N,3
2053,25,25920,RENT,0.0,PERSONAL,B,2300,11.11,0,0.09,N,4
6999,23,51000,OWN,7.0,PERSONAL,A,6000,5.42,0,0.12,N,4
24644,35,75000,MORTGAGE,9.0,EDUCATION,A,10000,7.29,0,0.13,N,9
30949,42,42000,RENT,2.0,PERSONAL,C,4200,13.35,0,0.1,N,17
14025,23,72150,RENT,3.0,VENTURE,B,14000,10.75,0,0.19,N,3
6311,25,29000,RENT,0.0,MEDICAL,C,6000,13.49,1,0.21,N,3
14623,25,110000,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0,0.18,N,2
24289,29,71000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,11000,13.43,0,0.15,Y,6
294,24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4
1940,22,70028,RENT,7.0,VENTURE,B,2000,,0,0.03,N,3
25072,30,31200,RENT,0.0,PERSONAL,E,12000,16.45,1,0.38,Y,7
21619,33,49700,MORTGAGE,0.0,PERSONAL,A,12000,6.92,0,0.24,N,9
25729,29,90000,MORTGAGE,3.0,EDUCATION,A,15000,6.99,0,0.17,N,8
29305,50,44000,RENT,14.0,MEDICAL,G,20000,20.4,1,0.45,N,11
4911,24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2
7257,24,52000,MORTGAGE,0.0,EDUCATION,C,1200,13.98,0,0.02,Y,2
17887,30,300000,MORTGAGE,13.0,EDUCATION,B,4000,10.65,0,0.01,N,10
3183,26,42000,RENT,3.0,PERSONAL,B,3500,10.74,0,0.08,N,4
31012,41,56448,RENT,5.0,VENTURE,B,10000,9.99,0,0.18,N,17
19633,32,90000,RENT,0.0,VENTURE,C,3025,,0,0.03,Y,5
28142,31,43000,RENT,15.0,MEDICAL,B,13350,12.42,1,0.31,N,9
20195,32,40000,RENT,2.0,EDUCATION,B,4000,9.99,0,0.1,N,7
31620,39,44531,RENT,0.0,DEBTCONSOLIDATION,B,15000,12.53,1,0.34,N,13
335,24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3
24894,31,75000,RENT,5.0,HOMEIMPROVEMENT,A,11100,6.03,0,0.15,N,5
18272,30,72000,RENT,2.0,EDUCATION,B,23000,12.18,1,0.32,N,6
18413,27,72000,RENT,4.0,HOMEIMPROVEMENT,C,20000,13.22,1,0.28,N,9
2038,23,39000,RENT,7.0,DEBTCONSOLIDATION,B,2200,10.99,0,0.06,N,4
22912,32,30000,RENT,0.0,VENTURE,A,8000,7.74,0,0.27,N,9
27308,29,130000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,6000,13.04,0,0.05,Y,9
19156,28,30000,MORTGAGE,2.0,MEDICAL,A,10500,8.94,0,0.35,N,8
24367,27,72000,MORTGAGE,11.0,PERSONAL,B,7000,11.49,0,0.1,N,8
24168,31,43288,RENT,7.0,MEDICAL,B,10000,10.74,0,0.23,N,5
27392,27,137720,MORTGAGE,6.0,DEBTCONSOLIDATION,A,13000,7.14,0,0.09,N,9
17423,22,49000,MORTGAGE,2.0,VENTURE,B,8500,12.53,0,0.17,N,3
30874,36,31200,RENT,0.0,EDUCATION,A,10000,6.91,1,0.32,N,15
31931,36,28800,RENT,2.0,MEDICAL,C,6000,15.96,0,0.21,Y,13
1024,24,70000,RENT,1.0,HOMEIMPROVEMENT,B,18000,9.88,0,0.26,N,2
596,22,37212,RENT,6.0,DEBTCONSOLIDATION,E,20000,16.69,1,0.54,N,3
31186,37,32000,RENT,0.0,VENTURE,A,12000,7.49,1,0.38,N,15
8701,23,60000,MORTGAGE,6.0,EDUCATION,C,25600,,0,0.43,N,4
18404,27,21403,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2100,11.12,0,0.1,N,7
11262,22,48000,RENT,7.0,DEBTCONSOLIDATION,E,10000,17.99,1,0.21,Y,4
29804,45,34800,RENT,6.0,MEDICAL,C,4000,13.49,0,0.11,N,15
10806,22,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.14,N,3
5275,25,45000,MORTGAGE,1.0,VENTURE,A,3000,6.62,0,0.07,N,2
30825,47,59827,MORTGAGE,9.0,EDUCATION,D,6000,15.58,1,0.1,N,15
6549,26,50000,OWN,10.0,PERSONAL,A,14400,7.49,0,0.29,N,4
21086,27,57500,RENT,0.0,MEDICAL,A,5000,,0,0.09,N,6
584,25,38004,RENT,6.0,MEDICAL,C,20000,13.11,1,0.53,N,2
11025,26,69000,RENT,6.0,HOMEIMPROVEMENT,A,4200,6.62,0,0.06,N,3
22864,29,59000,MORTGAGE,7.0,VENTURE,A,10000,7.49,0,0.17,N,7
4979,26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0,0.2,N,3
13478,25,17352,RENT,0.0,PERSONAL,B,2500,12.53,0,0.14,N,4
22465,31,55000,MORTGAGE,2.0,PERSONAL,A,8000,7.14,0,0.15,N,10
23757,29,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,18000,15.65,1,0.31,Y,8
15211,21,125000,MORTGAGE,0.0,PERSONAL,A,10000,7.51,0,0.08,N,2
4225,22,39996,RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4
2916,22,35000,MORTGAGE,7.0,PERSONAL,B,3500,11.49,0,0.1,N,3
2516,23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,3
7176,24,78300,RENT,2.0,VENTURE,A,7000,6.03,0,0.09,N,3
1615,22,28000,MORTGAGE,5.0,EDUCATION,A,8500,6.17,0,0.3,N,2
9780,23,27600,RENT,3.0,VENTURE,C,9000,13.98,1,0.33,Y,3
7020,26,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.24,N,4
19222,30,31000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,2400,10.65,1,0.08,N,5
32155,36,69000,RENT,0.0,MEDICAL,B,15600,10.99,0,0.23,N,12
17447,24,45000,RENT,0.0,EDUCATION,E,6000,17.19,1,0.13,Y,3
2874,23,66000,RENT,3.0,EDUCATION,A,3000,5.99,0,0.05,N,2
154,23,55000,RENT,4.0,EDUCATION,B,25000,11.36,1,0.45,N,3
6965,25,100000,RENT,9.0,PERSONAL,D,6000,14.42,0,0.06,Y,3
27594,33,150000,OWN,14.0,VENTURE,B,21000,11.83,0,0.14,N,9
22563,28,90000,RENT,0.0,VENTURE,A,7200,5.42,0,0.08,N,5
27555,35,73000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.57,1,0.21,N,8
22063,33,94000,RENT,4.0,HOMEIMPROVEMENT,B,7000,11.49,0,0.07,N,10
16216,25,5000,RENT,0.0,EDUCATION,B,1000,9.64,1,0.2,N,4
11898,23,77004,MORTGAGE,7.0,VENTURE,A,6000,7.88,0,0.08,N,2
8331,26,51000,MORTGAGE,10.0,MEDICAL,D,13000,15.33,1,0.25,Y,3
29398,44,36000,RENT,0.0,PERSONAL,B,16000,11.49,1,0.44,N,13
17135,26,50000,RENT,0.0,PERSONAL,B,4800,,0,0.1,N,2
22416,34,45000,RENT,3.0,PERSONAL,B,7000,11.86,0,0.16,N,8
13410,23,91000,MORTGAGE,7.0,PERSONAL,C,10000,13.61,0,0.11,N,4
28013,27,104000,MORTGAGE,11.0,MEDICAL,B,10000,10.65,0,0.1,N,7
9585,22,62589,OWN,,VENTURE,C,7000,13.35,0,0.11,Y,2
31750,36,62962,RENT,2.0,EDUCATION,B,15000,11.71,1,0.24,N,13
31507,47,100000,MORTGAGE,4.0,EDUCATION,B,2500,9.99,0,0.03,N,15
1832,23,95000,RENT,6.0,EDUCATION,B,15000,9.88,0,0.16,N,4
32453,56,32400,RENT,,MEDICAL,A,8575,7.51,0,0.26,N,18
29224,44,171996,MORTGAGE,19.0,VENTURE,B,25000,9.62,0,0.15,N,11
27538,29,83500,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.43,0,0.18,Y,10
29909,40,41000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,12.53,0,0.15,N,11
20833,28,48000,RENT,4.0,EDUCATION,A,5000,7.29,0,0.1,N,8
8242,25,50400,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000,16.89,1,0.24,N,4
8501,22,52000,MORTGAGE,6.0,VENTURE,D,6000,,1,0.12,Y,3
18685,32,25000,OWN,2.0,VENTURE,D,5000,16.32,0,0.2,Y,9
21723,30,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3000,10.59,0,0.06,N,5
3158,21,35000,RENT,0.0,MEDICAL,B,3500,9.62,0,0.1,N,2
21176,33,82000,RENT,9.0,VENTURE,A,5000,7.51,0,0.06,N,8
26354,32,100000,MORTGAGE,4.0,PERSONAL,A,6000,7.14,0,0.06,N,10
20518,30,54000,RENT,2.0,VENTURE,C,4800,13.23,0,0.09,N,8
16082,22,59000,MORTGAGE,7.0,PERSONAL,D,4900,15.62,1,0.08,N,3
22594,27,50000,MORTGAGE,8.0,MEDICAL,D,8400,,1,0.17,N,7
8723,23,35004,RENT,7.0,VENTURE,A,8000,,0,0.23,N,3
32076,40,125000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10200,7.49,0,0.08,N,14
25019,34,74000,MORTGAGE,13.0,VENTURE,C,10000,15.96,1,0.14,Y,10
25912,28,68000,MORTGAGE,12.0,MEDICAL,F,24500,18.3,1,0.31,Y,6
30616,43,50000,RENT,,HOMEIMPROVEMENT,A,8000,7.49,0,0.16,N,16
15010,24,120000,MORTGAGE,1.0,MEDICAL,A,3000,6.39,0,0.03,N,3
5617,24,81000,RENT,6.0,MEDICAL,A,5000,5.42,0,0.06,N,3
13362,23,90000,MORTGAGE,5.0,PERSONAL,B,6000,11.89,0,0.07,N,4
5998,24,60500,RENT,2.0,PERSONAL,D,5600,14.91,1,0.09,N,3
12274,22,35000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.71,1,0.34,N,4
393,21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4
12765,21,37200,OWN,5.0,VENTURE,A,7000,8.49,0,0.19,N,4
648,22,58000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.11,1,0.34,N,2
15854,24,200000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3025,6.17,0,0.02,N,3
21783,27,60000,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.25,0,0.1,N,9
21042,28,45000,MORTGAGE,0.0,EDUCATION,A,3600,,0,0.08,N,8
16547,25,21000,RENT,0.0,VENTURE,B,5175,12.53,0,0.25,N,4
2827,25,34980,MORTGAGE,1.0,VENTURE,B,6000,11.48,0,0.17,N,2
1711,25,28800,MORTGAGE,,EDUCATION,A,1000,5.42,0,0.03,N,3
19998,33,50000,RENT,5.0,EDUCATION,C,3600,13.8,0,0.07,N,5
27926,27,58000,RENT,11.0,VENTURE,A,7000,,0,0.12,N,9
12845,25,37000,OWN,6.0,MEDICAL,B,9000,10.25,0,0.24,N,3
1295,24,58575,RENT,2.0,MEDICAL,F,16000,19.47,1,0.27,N,2
32123,41,30000,RENT,3.0,PERSONAL,A,8875,5.42,0,0.3,N,16
15712,26,17500,OWN,10.0,PERSONAL,A,5500,,1,0.31,N,2
14122,26,120000,RENT,10.0,VENTURE,E,14000,,0,0.12,Y,4
6809,25,59000,RENT,9.0,VENTURE,C,6000,15.23,1,0.1,N,3
20228,32,39600,MORTGAGE,0.0,HOMEIMPROVEMENT,D,1500,15.99,0,0.04,N,8
8880,23,39000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.36,1,0.21,N,3
4938,23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3
13646,22,52128,RENT,6.0,VENTURE,A,13000,8.94,0,0.25,N,2
22946,29,30000,RENT,5.0,HOMEIMPROVEMENT,B,8000,12.69,1,0.27,N,6
22040,30,78000,RENT,12.0,PERSONAL,A,7000,6.54,0,0.09,N,5
2605,25,33000,MORTGAGE,4.0,EDUCATION,A,4400,8.0,0,0.13,N,3
26667,30,98000,MORTGAGE,14.0,EDUCATION,B,9000,11.49,1,0.09,N,5
19263,31,25000,RENT,0.0,PERSONAL,A,2500,7.4,0,0.1,N,6
9702,23,100300,RENT,3.0,MEDICAL,D,8400,14.84,1,0.07,N,2
19012,32,30000,MORTGAGE,6.0,VENTURE,A,10000,7.51,0,0.33,N,9
7573,22,38000,RENT,2.0,DEBTCONSOLIDATION,F,6400,20.62,1,0.17,N,3
27636,28,143000,MORTGAGE,3.0,DEBTCONSOLIDATION,E,25000,17.93,1,0.17,N,6
15,23,500000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,30000,10.65,0,0.06,N,3
1229,21,40000,RENT,0.0,EDUCATION,B,16000,11.83,1,0.4,N,4
30447,46,55000,MORTGAGE,3.0,VENTURE,B,15000,10.37,0,0.27,N,11
30300,46,50004,MORTGAGE,5.0,PERSONAL,A,3000,8.59,0,0.06,N,13
26189,34,98000,MORTGAGE,10.0,VENTURE,A,16000,6.03,0,0.16,N,5
23476,32,42000,RENT,0.0,DEBTCONSOLIDATION,A,8400,7.88,0,0.2,N,9
6399,24,38000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.39,0,0.16,N,2
8151,25,50000,MORTGAGE,6.0,PERSONAL,A,12800,7.49,1,0.26,N,4
24312,28,71500,MORTGAGE,13.0,HOMEIMPROVEMENT,B,15000,11.49,0,0.21,N,7
